GEOID,x,y,population
19195690300,-93.1437204567453,43.33553880363675,2924
19195690200,-93.38008250440316,43.37734019564389,2203
19195690100,-93.14301399489182,43.457469344128974,2375
19103010500,-91.43783060040691,41.54506157291118,8032
19103000400,-91.60992993857697,41.654691950492925,7317
19103010400,-91.69083933737978,41.59341339531977,6775
19103000302,-91.59468461753325,41.68621456343215,5767
19103010100,-91.46036521625315,41.7733041980507,6836
19103000100,-91.51656842603414,41.682494848771405,6959
19103010200,-91.7066823608721,41.827870169403226,5159
19103001400,-91.49139284564203,41.64889626369645,4941
19073080300,-94.43449820127054,41.98909098631619,2771
19073080200,-94.32685956924578,42.037903931558816,2418
19073080500,-94.53365358272421,42.05603850742934,1847
19073080100,-94.22251090531421,42.03875159375759,2010
19057001200,-91.25214276342258,40.7914081369451,2611
19057000400,-91.11403719003297,40.80598712744311,3565
19057000700,-91.13686320098982,40.78243522477733,2962
19057001100,-91.26419413468236,40.958898721449664,3573
19057001000,-91.06858084068826,40.970344320137286,4655
19057000300,-91.13234777346705,40.81825313612543,3641
19057000600,-91.10286589937499,40.78422810475891,3957
19057000500,-91.11358604782264,40.79531738502575,5225
19057000900,-91.1320589265603,40.83978973044695,3480
19057000800,-91.16757293428547,40.81866557822849,3356
19057000200,-91.1039469019163,40.81945230969256,2851
19051080100,-92.29704186277752,40.7450623311016,3795
19051080200,-92.5263761191459,40.75040869463861,5039
19101090300,-91.98947459765022,41.004229023329046,5063
19101090100,-91.83567951196326,41.03481969172679,3140
19101090200,-92.07393903940181,41.03080016023519,4210
19101090400,-91.94192120261825,41.00291726366664,5532
19143460100,-95.7518962913681,43.422110167035605,3194
19143460200,-95.57016082925561,43.3603937649668,2955
19155031400,-95.89851270488904,41.20747816556912,3812
19155030601,-95.87390428835513,41.264970351145394,1910
19039960100,-93.76691748950448,41.03381129294212,4896
19039960200,-93.67041837038909,41.02818296696723,2125
19039960300,-93.90222043274582,41.029718392716575,2246
19037070400,-92.31203767266767,43.06886787736269,3780
19037070100,-92.34940471403999,43.12279861498944,3142
19037070200,-92.43324246161241,42.95258102461796,2403
19037070300,-92.19475031727578,42.993353170932835,2815
19049050902,-93.95532650112749,41.56314181195857,4122
19049050812,-93.84718345035759,41.533337273924204,2724
19049050803,-93.84710205934381,41.630817914175616,7807
19049050805,-93.82398606767134,41.614879056338104,6230
19049050807,-93.85296178845137,41.6076764521321,7852
19049050809,-93.84937172814519,41.58688134273989,9726
19049050811,-93.8089532599737,41.56644532272027,11739
19049050901,-93.88186131337291,41.607685118875956,3710
19065080100,-91.79770434425166,42.95395861088501,2683
19065080300,-91.96324450395547,42.734120603669986,2473
19065080200,-91.72681016053679,42.781097865434866,3224
19065080400,-91.91186925019522,42.6892390581323,2795
19065080600,-91.7063802111423,43.00070393007227,2373
19065080700,-91.95974695467774,42.95173680873168,3075
19153010205,-93.61728737507765,41.71892537780297,7090
19153010405,-93.72675767801775,41.625738835049944,6727
19153010500,-93.6236290080951,41.6638825816505,6355
19147960100,-94.55741031966765,43.080044190106435,1878
19147960400,-94.85324592132358,43.08634774537121,1567
19147960200,-94.73949192696618,43.07445219136514,1827
19153002900,-93.66409683676711,41.58872404635704,4358
19153003100,-93.68389087928732,41.57821250446506,1787
19153004001,-93.67348607093861,41.56611585675213,4722
19153004100,-93.63516312201575,41.56157624644867,3124
19153004200,-93.6102738428938,41.57381242855307,1979
19013002700,-92.24259324861809,42.52956902845457,3965
19013002000,-92.27541330535831,42.46341910505711,5378
19013002800,-92.13117807020605,42.479960779555164,3195
19013001100,-92.34733015981357,42.48029460317468,2989
19013000100,-92.33677805590588,42.5012414282197,1567
19013002604,-92.40473530945276,42.595575922584096,4276
19013002601,-92.43969692010636,42.4855188968741,4646
19013002901,-92.28206560740863,42.4447894819946,1222
19013000900,-92.31900639903051,42.469874149131364,1821
19013000200,-92.34276539688868,42.48680396128287,2837
19013001702,-92.3450931068832,42.533311751246906,2525
19013002902,-92.23263413688971,42.350084985420665,3965
19153003200,-93.66347012535442,41.57935538618842,2897
19133960300,-96.09051806673999,42.02549737149952,2864
19113000600,-91.61173609940427,42.01931822433758,3008
19113000700,-91.63433412530324,42.021221368201395,2102
19193003600,-96.38665360561029,42.412188803570274,3379
19113000800,-91.65672994935395,42.0208391245006,4799
19113000901,-91.68442632295167,42.02509044432647,5531
19113000902,-91.71089200413137,42.01434884588057,6454
19113001001,-91.73779762681345,41.99615515503165,4595
19113001003,-91.72883518965536,41.96583022470621,6008
19081270300,-93.79425875427518,43.17036691985079,2556
19081270100,-93.55728869676766,43.15733693529117,3809
19081270400,-93.87462186126376,43.0542720496363,2089
19081270200,-93.64036325498134,43.0537831213336,2517
19113001300,-91.66635457333234,41.9969136067175,3716
19113001400,-91.64550747822732,42.009020441933735,3402
19061010105,-90.65960015527467,42.41647011107618,3833
19061001205,-90.73314094136182,42.503147337885025,4255
19113001500,-91.6176430484493,42.001359580761324,2954
19113001600,-91.60705384057789,41.984643785215106,5254
19113001700,-91.64228533921795,41.98491000194193,5440
19113001800,-91.64436378739644,41.99729645489474,3493
19163010201,-90.6027484483354,41.64021786717994,6473
19163010800,-90.59441875057628,41.528093405669026,2927
19163010900,-90.58588421504356,41.51941021555958,1789
19163011000,-90.61155095168142,41.50472616330677,2702
19163011100,-90.60784718329853,41.53550538265839,3250
19163011300,-90.58387280975876,41.53760513056099,4589
19163011400,-90.56703193510947,41.535293918055885,2890
19017004000,-92.50745738773436,42.73548482843451,2621
19017004500,-92.28953390177287,42.84450965604485,2731
19017004600,-92.43800912324534,42.6696132017092,5005
19017004100,-92.46336239854732,42.74293180551089,3536
19017004200,-92.49318679659231,42.710519517509894,4126
19017004400,-92.36533860170623,42.777173068908176,2881
19017004300,-92.22105290968982,42.689279169330504,1676
19017004700,-92.10213577301042,42.85717374617147,2165
19119950200,-96.15562787686748,43.38644316624961,3172
19113001900,-91.66050893677793,41.98385354503558,2938
19113002200,-91.67567624524145,41.971935058298584,2258
19119950100,-95.978731433934,43.37893249017351,2745
19119950300,-96.38590916937959,43.37958107305197,5828
19113002400,-91.70120912691628,41.96387702024041,3803
19113002500,-91.67848994328425,41.9609438385777,2848
19113002600,-91.65454256127289,41.96160789522108,2664
19113002700,-91.65347515510449,41.972401654604234,1664
19113002800,-91.61942145062581,41.96148738677506,4310
19113002900,-91.67044120317487,41.94789399302013,5076
19163011500,-90.54966749094423,41.53185540326829,2004
19163011600,-90.56322669770213,41.541981115235664,3583
19163011700,-90.5664826923155,41.54991213267659,3097
19163011800,-90.5840626605444,41.550926891317246,2379
19163011900,-90.59597643434552,41.5509927214226,2762
19163012000,-90.61227790389097,41.55418736112195,3345
19163012100,-90.62098304698712,41.53705579039564,3793
19163012200,-90.6224767452962,41.51485390885832,2188
19113003002,-91.6433375372022,41.92377627251995,7486
19113010200,-91.77064480457734,42.21673407997815,4568
19113010300,-91.53943498002111,42.166222792707515,3970
