GEOID,x,y,population
05007020404,-94.13538920180162,36.29841668305489,4741
05007021406,-94.11905695728105,36.2534160186798,6013
05007021308,-94.19786590474442,36.27917903569821,4421
05139950800,-92.70448572704463,33.21946486802147,3352
05013480200,-92.5838703127878,33.57094599670751,2753
05071952200,-93.33962572545066,35.43322726129164,5273
05071952100,-93.43422671442949,35.459271976748425,3638
05071952000,-93.51296463113357,35.437356451732576,4142
05071951900,-93.49617029216849,35.49414149898235,3454
05071951800,-93.62847766801804,35.47537025148867,4922
05071951700,-93.4420134790038,35.63759603084806,4726
05061950200,-93.92539230085119,33.87744418480143,4748
05061950100,-94.02361997635612,34.17635546740649,3993
05061950300,-93.84909624955205,33.94558533723796,4731
05007020405,-94.1657851513543,36.29883817056712,3599
05119002208,-92.38404003518147,34.756773309710006,2577
05119002103,-92.35399152743945,34.74777203960707,3462
05001480400,-91.55421943882965,34.53416233699672,2334
05119003208,-92.28477834056403,34.797005348020406,3852
05119003712,-92.24915074984229,34.82736813962669,4025
05119001501,-92.32737881954165,34.75782250504258,4546
05001480300,-91.5060872644821,34.50788825837543,2769
05055480801,-90.54108996172768,36.05223014482132,5492
05119002104,-92.35732426194018,34.758661348429506,5006
05013480100,-92.4070509161151,33.542699399746176,2441
05121960200,-91.1335839680264,36.354860531059515,6125
05121960100,-90.87291660071584,36.32851177985192,4108
05087960400,-93.60404539970833,35.94710609664375,3094
05087960300,-93.8439885453414,35.94403773891093,4642
05087960200,-93.74123922194345,36.08367653029858,4295
05087960100,-93.75196578213884,36.20858287807686,3876
05119002209,-92.39760635433345,34.7616015024163,3467
05119004215,-92.41229185753336,34.784584130595356,6125
05131010202,-94.2567638863091,35.19879776942298,3883
05131010201,-94.26731484989858,35.26760131295086,4682
05079960600,-91.59845134970105,34.05116550336878,6146
05119004214,-92.42693629139475,34.79590662298487,3109
05023480202,-92.0397010421013,35.60840198440329,3870
05023480502,-92.18483693358625,35.458030941688364,3582
05023480201,-92.17385408006409,35.64610820132888,1290
05023480501,-91.99055488262141,35.403562746918475,2740
05085020206,-92.02586304494378,34.93105349404148,4841
05075470400,-91.02707505832119,35.95918230909048,1528
05075470200,-91.22933078836489,36.133674040297926,4554
05075470100,-90.91655637894218,36.09343725229971,1627
05075470300,-91.25882110714255,35.97667992564097,2012
05131000400,-94.40569852837054,35.39315354785333,3586
05131000501,-94.39153324508233,35.394284552274975,5562
05131000502,-94.37613297794071,35.395541686500984,3140
05131000700,-94.38781081653306,35.38021506232818,5604
05131000800,-94.41084326475949,35.378791414315685,4348
05131001001,-94.41284580823627,35.36407061837663,5084
05131001002,-94.40366049945705,35.354931503122884,2164
05131001101,-94.38544667974156,35.362957263548644,3954
05131001201,-94.41424778534142,35.34457104243114,3435
05131001202,-94.41351372390059,35.33348290077266,3072
05131001301,-94.34042048508451,35.35740575112022,2744
05131001303,-94.41810275660563,35.31310049540505,6705
05007020604,-94.22518074651539,36.35896082747714,4867
