GEOID,x,y,population
13153020105,-83.6452652114556,32.64209686289765,6916
13153020108,-83.67842854520653,32.640769085487904,6136
13089023315,-84.07022113480879,33.75231679626041,5489
13089023421,-84.26073665110484,33.68400751604303,8287
13089021411,-84.3293119201711,33.866777257143866,3400
13089021416,-84.33397126381692,33.8473239813693,2391
13089021504,-84.32118703642976,33.80910588560907,5106
13089023419,-84.2273652095233,33.650577460887796,10254
13127990000,-81.30436073312865,31.14278833176388,0
13135050311,-84.21328289265934,33.947920568141235,2646
13059000401,-83.37501569157166,33.93255581275552,1524
13039010100,-81.71911478071415,31.03687309068183,2791
13039010301,-81.72580611060343,30.77939590005437,8026
13039010302,-81.79057918686367,30.85300435008928,4413
13039010500,-81.52883927984594,30.80210314654513,3302
13101880100,-82.8475072740816,30.70399662550306,1469
13101880200,-83.08286923337707,30.73488443033518,2542
13059000402,-83.37300567964536,33.946827118489196,7889
13081010202,-83.8676811801159,31.996104609481986,3054
13245001602,-82.04665407000597,33.4817814240043,4044
13051000100,-81.10394084081108,32.082172523052435,1864
13241970301,-83.52047673986229,34.81336942700371,3221
13241970100,-83.35711806123521,34.944769500986766,5504
13261950200,-84.16617671055448,32.087137653553036,5561
13261950400,-84.36363123526922,32.03474720257125,2661
13261950100,-84.08684208768985,32.122395608862526,1124
13261950500,-84.24992566050565,31.992958875738015,3328
13261950300,-84.25619267619587,32.116039044339196,6837
13261950700,-84.16960754422142,32.03727336083108,6323
13261950600,-84.22864517619952,32.06983905703479,2259
13261950800,-84.06056642859657,31.96841360565128,2594
13089021906,-84.1766471324736,33.79786531841096,5624
13215010608,-84.8822747803875,32.47175386937408,4893
13215010107,-84.79040474816541,32.56207248593026,8431
13215010801,-84.94311728798655,32.3910945454855,1633
13215010607,-84.88965989233449,32.47808867016981,6025
13121006601,-84.4224012558951,33.71154273889792,2087
13121006700,-84.39116832049956,33.7073591009513,4051
13215003301,-84.9277595090324,32.41207826394536,1584
13215003302,-84.9362225279252,32.421026346985535,2100
13215011200,-84.96958509577823,32.48056720627656,1750
13215011500,-84.96557787806326,32.40284653781604,6080
13121009300,-84.38017328068139,33.821603095488,4916
13121009402,-84.36492979475787,33.82199682044937,4957
13121010108,-84.27986609996468,33.96602351481989,3662
13077170602,-84.73512340280972,33.36716598288912,8456
13275960300,-83.87843070467977,30.98182595769901,2204
13275960800,-84.03611590377436,30.760148718683087,5336
13185010604,-83.24079666097954,30.881129936188113,5477
13121010110,-84.36202270339137,33.92042017480549,6668
13121010205,-84.39014891337071,33.92614994079915,5151
13121010208,-84.36540395936616,33.99085994717795,4695
13121010507,-84.4754618549199,33.608581926495376,8190
13121010508,-84.47640207756228,33.59196634090775,3503
13215011400,-84.98764309278863,32.501364880319905,2249
13275960900,-83.96384560815089,30.82333925266145,3487
13275961100,-83.81106399064828,30.753724510132532,2671
13275960600,-83.96397370278825,30.848413012646514,5718
13275960200,-84.02894786842941,30.963888242632954,3923
13275960700,-84.00275434110439,30.881987873820222,7081
13275961000,-83.9288746026822,30.76062568261737,4228
13275960400,-83.7846513075043,30.93890855621447,2097
13275960100,-84.06371641161729,31.04595797118754,1262
13275960500,-83.9191809508431,30.89396339642432,6902
13005970201,-82.55954033462683,31.599090125393953,4185
13197920100,-84.52190351352574,32.43533410593368,4121
13197920200,-84.5278807404217,32.25618180669436,4437
13121010512,-84.53564184087641,33.586360988011194,6497
13121010601,-84.45727574949741,33.661033353319674,3603
13121010603,-84.46874141297779,33.645598070075565,4213
13121010604,-84.4732079840575,33.62807185866069,2898
13225040400,-83.86181496480314,32.4956910179831,5524
13255160800,-84.25205354101189,33.25773153885823,4738
13225040200,-83.8229390116698,32.55691390883325,4610
13225040301,-83.90913151974553,32.57575092645939,2650
13225040302,-83.95260217754938,32.529530904128016,1960
13255160900,-84.22993061605331,33.24669098097069,2553
13255161100,-84.24208276783682,33.217008492956595,3989
13067030330,-84.46911482907055,33.99003395189959,6318
13067031311,-84.56085080853195,33.78336457553824,10043
13067031404,-84.60714319448574,33.83522976046576,6055
13067031405,-84.61363431239016,33.87165731651402,8183
13067031406,-84.60795886576918,33.85489087313259,8184
13067031503,-84.63379283165447,33.887825460989596,10363
13067031505,-84.68494202203064,33.85868728256112,6326
13121010122,-84.35216183112678,33.94878450459436,6635
13283960200,-82.6125064656512,32.37093779427971,5053
13283960100,-82.5143294245254,32.442455578585935,1699
13067030331,-84.44897777180734,34.00209410470469,6107
13067030332,-84.44023097501486,33.986272634030165,3565
13067030333,-84.45017339154653,33.964197090665095,5857
13227050200,-84.4249452916664,34.47784987651117,6322
13227050500,-84.49300972380772,34.41766008371646,4663
13227050100,-84.34785507128777,34.49282596216551,5444
13227050300,-84.51534022909394,34.51836283195583,4441
13227050400,-84.6030159117237,34.46887845749885,3687
13227050600,-84.34786757499397,34.415053366630126,5786
13117130613,-84.1862377443902,34.13706652477638,3777
13067031001,-84.52419867884778,33.91561119889187,5035
13067030320,-84.45000652879733,33.921803624859955,7429
13067030502,-84.51254123057093,33.98945895134265,7246
13067030322,-84.4456875300822,34.04632038704102,3420
13067031307,-84.55860147668919,33.83465230007312,5927
13067030319,-84.39349658680317,33.96703911447758,4266
13067031101,-84.52840149132692,33.89274202754223,5123
13067030318,-84.43085492563885,33.94609536276417,7778
13067030336,-84.41422557153969,33.992445243736306,7359
13067030504,-84.50958665373068,33.975162774396615,6569
13067031110,-84.52328517301098,33.87687846835709,3385
13067030101,-84.7107590182039,34.04757522693938,7787
13067030103,-84.66862083029355,34.04965132797955,9627
13067030328,-84.43053671246629,34.021044752270235,6557
13115000800,-85.12594476067353,34.2575032493405,4431
13115000700,-85.07155820643702,34.26624762753549,4741
13115000400,-85.24891009933026,34.28752399530203,8013
13115001800,-85.1794745232139,34.19255303163681,4744
13115000600,-85.14840612457022,34.28188434150658,5248
13115000100,-85.06544242365366,34.34882940652437,4810
13115000300,-85.28268088672577,34.33477086322945,3163
13115002000,-85.33542153703507,34.15365339588271,4299
13115001701,-85.14759924085745,34.12576596829751,6344
13115001702,-85.09166332292806,34.18618632331127,5988
13115001400,-85.33348836519995,34.2483808614141,6812
13067030209,-84.63785271084545,33.937307784802734,7370
